timestamp,x,y,z,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],thrust[0],thrust[1],thrust[2],yaw,yawspeed
94297725,-1.4206171,0.20259412,nan,0.19446374,0.13659436,1.4122252,-0.09568673,0.07808706,2.398252,-0.0011706307,0.0009553164,-0.11999048,-0.45600078,-2.45411e-26
94392971,-1.4206171,0.20259412,nan,0.16275476,0.1567703,1.4749016,0.007561803,1.0101411,1.3387027,9.983977e-05,0.0133370655,-0.12947921,-0.45600078,-9.5931865e-27
94498952,-1.4206171,0.20259412,nan,0.1236026,0.18602137,1.4673336,-0.37272772,0.19557527,-0.14942455,-0.005847038,0.0030680199,-0.1538389,-0.46585158,-2.6182097e-27
94594235,-1.4206171,0.20259412,nan,0.08568304,0.20628114,1.4170319,0.18117675,0.9634472,-0.06276199,0.0028442214,0.015124773,-0.15395014,-0.47853437,-1.0226104e-27
94700164,-1.4206171,0.20259412,nan,0.052979045,0.23767607,1.3807584,0.026944458,0.28634912,-0.09609541,0.00042441115,0.0045103803,-0.15445586,-0.4666176,-2.7921408e-28
94795630,-1.4206171,0.20259412,nan,0.028181743,0.26497552,1.357681,0.28432325,1.3324775,-0.21885374,0.0045291637,0.021225872,-0.15621665,-0.47569266,-9.622642e-29
94901840,-1.4206171,0.20259412,nan,0.006018722,0.3027592,1.3316425,-0.07430094,0.6434717,-0.34952843,-0.0011893989,0.010300605,-0.15698536,-0.47539595,-2.965503e-29
94996924,-1.4206171,0.20259412,nan,-0.016402733,0.3317485,1.3089685,0.25806397,1.2019174,0.11522992,0.003929611,0.018301925,-0.14932825,-0.47418407,-1.0258217e-29
95103118,-1.4206171,0.20259412,nan,-0.035236467,0.35891843,1.2854971,0.26021117,0.24756908,-0.23688777,0.004105129,0.0039056854,-0.1547176,-0.45712987,-3.1618334e-30
95198169,-1.4206171,0.20259412,nan,-0.04395855,0.3703989,1.2650425,0.19987077,0.9524288,1.0908977,0.0027303377,0.0130106695,-0.13396336,-0.46512875,-1.0940077e-30
95293451,-1.4206171,0.20259412,nan,-0.055937104,0.37905553,1.2522746,-0.29807377,1.1699165,2.8827026,-0.0036200625,0.014208466,-0.119100854,-0.46064636,-4.27585e-31
95399704,-1.4206171,0.20259412,nan,-0.06739143,0.39097208,1.2412742,0.008217513,0.5284029,3.3361747,0.00010040775,0.006456425,-0.11982614,-0.46202597,-1.1624276e-31
95494937,-1.4206171,0.20259412,nan,-0.07484241,0.39399612,1.232419,-0.07550307,1.0868198,2.7997668,-0.0009182528,0.013217678,-0.119266294,-0.47561142,-4.0145442e-32
95600816,-1.4206171,0.20259412,nan,-0.075099714,0.39657298,1.2205019,-0.3797871,0.5825716,2.2115922,-0.0046355636,0.0071106884,-0.11969941,-0.48580196,-1.2408214e-32
95696068,-1.4206171,0.20259412,nan,-0.07082672,0.38999543,1.20677,-0.040337697,0.9148972,1.703606,-0.000507556,0.011511852,-0.12339278,-0.48344526,-4.2850244e-33
95802066,-1.4206171,0.20259412,nan,-0.054611865,0.37671712,1.1906624,0.071025215,0.08356711,1.3164495,0.0009399811,0.0011059665,-0.12978989,-0.48768458,-1.3228931e-33
95897411,-1.4206171,0.20259412,nan,-0.031060528,0.35739967,1.174541,0.732586,0.6884037,1.0560137,0.010030798,0.00942584,-0.13427562,-0.48550943,-4.5640533e-34
95992623,-1.4206171,0.20259412,nan,-0.0011762023,0.3291547,1.1598822,0.48250255,0.016978025,0.32867587,0.0071851886,0.00025282832,-0.14603703,-0.48550943,-1.7833817e-34
96098700,-1.4206171,0.20259412,nan,0.038572434,0.2908299,1.1362926,0.8727006,0.7388209,0.080518425,0.0133725125,0.011321056,-0.15026838,-0.5055757,-4.86435e-35
96193930,-1.4206171,0.20259412,nan,0.07399916,0.2578796,1.118632,0.08488992,-0.19028184,-0.48794705,0.0013813715,-0.0030963619,-0.15958981,-0.5177513,-1.8984202e-35
96299945,-1.4206171,0.20259412,nan,0.10022419,0.21701258,1.0914185,0.37250143,0.39785182,-0.44617012,0.006057329,0.0064695575,-0.15947184,-0.48159194,-5.1890876e-36
96395284,-1.4206171,0.20259412,nan,0.11230705,0.18097624,1.0699786,0.1303517,-0.18954574,-1.2297963,0.002285433,-0.003323271,-0.17193912,-0.49193645,-1.79063e-36
96501304,-1.4206171,0.20259412,nan,0.117752954,0.13830909,1.0446601,0.5044833,0.29670197,-0.9833228,0.008660176,0.0050933133,-0.168344,-0.49219316,-5.527035e-37
96596611,-1.4206171,0.20259412,nan,0.13042833,0.103362486,1.0233246,0.6270155,-0.51115817,-0.88932395,0.010660276,-0.008690514,-0.16672897,-0.4966985,-1.908007e-37
96702493,-1.4206171,0.20259412,nan,0.15257119,0.06729096,1.00167,0.70647955,0.065424815,-0.7327168,0.011874297,0.0010996406,-0.1648266,-0.5006576,-5.8969184e-38
96797964,-1.4206171,0.20259412,nan,0.1768146,0.030822493,0.9829019,0.6054764,-0.73961866,-0.79286337,0.010219052,-0.012483067,-0.1655138,-0.5009197,-2.0324544e-38
96893591,-1.4206171,0.20259412,nan,0.2017085,-0.0049323686,0.9655982,0.8817563,-0.037117794,-0.8824614,0.014935972,-0.00062873424,-0.1661155,-0.50158477,-7.944037e-39
