timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_angle_clipping,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
95839790,95839509,2424842,2424842,-0.005649791,0.0010926629,-0.00021960365,-0.003035799,-0.060825504,-0.11272286,5262,5262,0,0,1,1
96338465,96338157,2424842,2424842,0.009249365,0.0038088283,-0.0001855125,0.0013390663,0.017732097,-0.044769272,5265,5265,0,0,1,1
96842530,96842068,2424842,2424842,-0.006508962,-0.0071833506,-4.328575e-05,-0.03621609,-0.05198066,-0.09357674,5294,5294,0,0,1,1
97341042,97340736,2424842,2424842,0.0010821267,0.009906264,-0.00069369155,0.010242771,0.009685887,-0.0065089744,5240,5240,0,0,1,1
97839804,97839346,2424842,2424842,-0.007246151,-0.0035474566,-0.0003407011,-0.0036100922,-0.026067453,-0.03721168,5246,5246,0,0,1,1
98338324,98337997,2424842,2424842,0.016241064,0.0060471203,0.00017576784,-0.01151299,-0.023074236,-0.03923458,5276,5276,0,0,1,1
98842684,98841938,2424842,2424842,-0.006661844,-0.007018231,0.000627238,-0.019891901,-0.01984265,-0.05335073,5150,5150,0,0,1,1
99340876,99340570,2424842,2424842,-0.010122611,-0.002346313,-0.00024635103,-0.016256709,0.014351929,-0.03329098,5279,5279,0,0,1,1
99839524,99839197,2424842,2424842,0.012750101,0.006468188,0.00044263853,0.00071585807,0.02882347,-0.031670846,5238,5238,0,0,1,1
100338190,100337864,2424842,2424842,-0.0005128562,-0.004435396,-0.00023596591,-0.008917844,0.01773507,-0.0758307,5238,5238,0,0,1,1
100842054,100841750,2424842,2424842,0.004492969,-0.00079723826,0.0008833824,0.017896103,-0.0508374,-0.0027158856,5237,5237,0,0,1,1
101340805,101340502,2424842,2424842,0.0035161555,-0.006646416,-0.0004615212,0.013613843,-0.015020003,-0.036652204,5287,5287,0,0,1,1
101839991,101839120,2424842,2424842,-0.011186749,-0.0012003316,-0.0001728033,-0.010336426,0.028122608,-0.098608434,5254,5254,0,0,1,1
102343979,102342938,2424842,2424842,0.016078431,0.0011327928,-0.000350712,-0.021221455,0.0100434,-0.027079808,5200,5200,0,0,1,1
102841902,102841598,2424842,2424842,-0.0018182588,0.0074917064,3.145937e-05,0.006595587,-0.019526802,-0.082070045,5238,5238,0,0,1,1
103340716,103340289,2424842,2424842,0.0016687327,0.009186664,0.0011624941,0.00735347,-0.0012428848,-0.028245945,5264,5264,0,0,1,1
103839255,103838931,2424842,2424842,0.0065217176,-0.0066851545,3.2498636e-05,-0.018416753,0.00715438,-0.08691242,5238,5238,0,0,1,1
104343262,104342865,2424842,2424842,-0.009094556,-0.00049004814,0.00053928996,-0.0032579242,0.027386576,-0.05811845,5238,5238,0,0,1,1
104841787,104841460,2424842,2424842,0.007862487,0.0024320183,0.001528636,-0.013338642,0.019330623,-0.06328821,5255,5255,0,0,1,1
105340510,105340127,2424842,2424842,0.014194198,0.006558745,0.0003831903,-0.029407766,-0.003097738,-0.03986346,5238,5238,0,0,1,1
105839068,105838761,2424842,2424842,-0.005199294,-0.007063926,-0.0017617226,-0.006358393,-0.031616595,-0.06787248,5184,5184,0,0,1,1
106343388,106342670,2424842,2424842,-0.015141371,0.0036820148,7.735735e-06,0.013659886,0.040030006,-0.037187837,5247,5247,0,0,1,1
106841656,106841348,2424842,2424842,-0.007307027,0.0068694735,-0.000110726025,0.0060407924,-0.024424717,-0.009199234,5238,5238,0,0,1,1
107340322,107340014,2424842,2424842,-0.015234422,0.0053523453,0.0020850734,0.21877587,0.21497557,0.0131190885,5243,5243,0,0,1,1
